Category,Outbreak,Location,Lat,Long,Date,Cases,Fatalities,Impact Scale,Source Citation,Source
Measles,Measles,Cameroon,7.369722,11.354722,1/2010-4/2010,1338,6,Epd,UNICEF - Press centre - Measles outbreaks threaten progress in child mortality in west and central Africa. UNICEF - UNICEF Home.,http://www.unicef.org/media/media_53399.html
Measles,Measles,Cameroon,4.54357,12.91992,1/2009-12/2009,1305,,Epd,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles                                        ,Cameroon                               ,8.369722,12.354722,12/2008,160,2,Epd,"Mforgham, Solomon. Africa News (Amsterdam), ""Cameroon: Measles outbreak strikes,"" January 9, 2009.",http://www.africanews.com/site/list_messages/22574
Measles,Measles,Cameroon,4.04749,9.70637,1/2013-2/2013,111,,Epd,"Djouokep, Blaise, ""Santé 73 : personnes tuées par la rougeole en 2012,"" Le Quotidien Mutations, http://quotidien.mutations-multimedia.com/201302271792/1792-Sante-73-personnes-tuees-par-la-rougeole-en-2012.html, February 27, 2013.",http://quotidien.mutations-multimedia.com/201302271792/1792-Sante-73-personnes-tuees-par-la-rougeole-en-2012.html
Polio,Polio,Cameroon,4.85015,12.7002,10/2013-12/2013,4,,Epd,"Global Polio Eradication Initiative. ""Polio this week - as of 08 January 2014."" January 8, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
Measles,Measles,Canada (Alberta),55.93327,-117.5765,08/2011,1,,Isl,"Gray, Marilyn. ""Measles case confirmed at Edmonton airport."" The Hinton Parklander, September 1, 2011.",http://www.hintonparklander.com/ArticleDisplay.aspx?e=3277388
Measles,Measles,Canada (Alberta),53.933271,-116.576504,5/2010,4,,2nd,"Prezekop, Glory. ""Four more cases of measles in the Calgary area."" 660 News (Calgary), May 14, 2010.",http://www.660news.com/news/local/article/55260--four-more-cases-of-measles-in-the-calgary-area
Measles,Measles,Canada (Alberta),53.54356,-113.49045,3/2012,1,,Isl,"The Canadian Press. ""Measles case has Edmonton health officials warning of possible exposures."" March 20, 2012.",http://ca.news.yahoo.com/measles-case-edmonton-health-officials-warning-possible-exposures-205713378.html
Measles,Measles,Canada (Alberta),53.5555,-115.57,10/2013-11/2013,18,,Clst,"CBS News Calgary. ""Lethbridge counts 18 cases of measles."" November 5, 2013.",http://www.cbc.ca/news/canada/calgary/lethbridge-counts-18-cases-of-measles-1.2356509
Measles,Measles,"Canada (Calgary, Alberta)",51.04532,-114.0581,11/2013,36,,Clst,"Dunn, Stephanie. ""36 cases confirmed in measles outbreak."" Global News. November 18, 2013",http://globalnews.ca/news/965747/health-officials-concerned-measles-outbreak-will-spread-during-holiday-travel/
Measles,Measles,Canada (Southern Alberta),51.06588,-114.09143,10/2013,42,,Clst,"Alberta Health Services. ""Measles Information.""",http://www.albertahealthservices.ca/9255.asp
Measles,Measles,"Canada (Calgary, Alberta)",51.04532,-114.0581,2/2014,4,,Clst,"Komarnicki, Jamie. ""Calgary measles victims were ‘fully immunized.'"" Calgary Herald. February 7, 2014. ",http://www.calgaryherald.com/health/case+measles+reported+Calgary/9482060/story.html
Measles,Measles,Canada (British Columbia),53.726668,-127.647621,3/2010,44,,Epd,"CBC News (Vancover ), ""Measles outbreak spreads north in B.C.,"" April 16, 2010.",http://www.cbc.ca/news/canada/british-columbia/story/2010/04/16/bc-northern-measles-outbreak-spreads.html
Measles,Measles,Canada (British Columbia),49.22949,-123.00258,9/2013,4,,Clst,"Murti, Michael, et al. ""Case of vaccine-associated measles five weeks post-immunisation, British Columbia, Canada."" Eurosurveillance. December 5, 2013.",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20649
Whooping Cough,Whooping Cough,Canada (British Columbia),55.17887,-126.12305,11/2011-7/2012,247,,Epd,"O'Connor, Elaine. ""B.C. whooping cough outbreak slowing, remains a concern to local officials."" The Province. July 25, 2012.",http://www.theprovince.com/news/whooping%20cough%20outbreak%20slowing%20remains%20concern%20local%20officials/6982432/story.html
Whooping Cough,Whooping Cough,Canada (British Columbia),49.15794,-121.95147,12/2011-3/2012,140,,Epd,"World First, ""Canadian whooping cough warning."" February 28, 2012.",http://www.world-first.co.uk/home/travel-insurance/medical-problems/canadian-whooping-cough-warning$44160.aspx
Measles,Measles,Canada (Edmonton),53.54356,-113.49045,10/2011,1,,Isl,"News 880AM, ""AHS Warns of Measles Case in Edmonton,"" November 15, 2011.",http://www.inews880.com/Channels/Reg/LocalNews/story.aspx?ID=1572263
Whooping Cough,Whooping Cough,Canada (Montreal),45.50867,-73.55399,9/2012,106,,Clst,"CBCNews. ""Whooping cough on rise."" September 26, 2012.",http://www.cbc.ca/news/canada/montreal/whooping-cough-on-rise-1.1155085
Whooping Cough,Whooping Cough,Canada (New Brunswick),46.56532,-66.46192,1/2012-5/2012,548,,Epd,"Kunnen, Noortje. ""New Brunswick Department of Health."" ProMED. May 23, 2012.",http://www.promedmail.org/direct.php?id=20120523.1142647
Measles,Measles,Canada (Prince Edward Island),46.51071,-63.41681,6/2013,2,,2nd,"Times Colonist. ""Two cases of measles confirmed on P.E.I., neither individual was vaccinated."" June 29, 2013. ",http://www.timescolonist.com/life/health/two-cases-of-measles-confirmed-on-p-e-i-neither-individual-was-vaccinated-1.338273
Measles,Measles,Canada (Halton),43.32552,-79.79903,6/2013-7/2013,6,,2nd,"Inside Halton. ""Another case of measles diagnosed in Halton."" July 29, 2013.",http://www.insidehalton.com/news-story/3914892-another-case-of-measles-diagnosed-in-halton/
Measles,Measles,Canada (Ontario),51.56341,-88.94531,8/2012,1,,Isl,"Measles case confirmed in Durham, durhamregion.com, August 11, 2012.",http://www.durhamregion.com/community/health/article/1472546--measles-case-confirmed-in-durham
Mumps,Mumps,Canada (Ontario),51.253775,-85.323214,7/2011-8/2011,11,,2nd,"NCCID. ""Outbreak of mumps in Toronto."" National Collaborating Centre for Infectious Diseases, August 11, 2011.",http://www.nccid.ca/news/outbreak-of-mumps-in-toronto/71
Measles,Measles,Canada (Ottawa),46.411572,-75.698194,1/2011,6,,2nd,"Canada (Ontario): Measles update . EINet XIV, no. 1 (2011).",http://depts.washington.edu/einet/newsbrief437.html?article=8771#8771
Measles,Measles,Canada (Ottawa),47.411572,-75.698194,12/2010,1,,Isl,"Long, Jamie. ""Red alert by MOH after woman develops measles ."" Ottawa Sun, December 3, 2010.",http://www.ottawasun.com/news/ottawa/2010/12/03/16421526.html
Measles,Measles,Canada (Ottawa),45.411572,-75.698194,3/2011,1,,Isl,"QMI Agency. ""Measles detected in student."" The Community Press (Ontario), June 1, 2011.",http://www.communitypress-online.com/ArticleDisplay.aspx?e=3049793
Measles,Measles,Canada (Quebec),52.939916,-73.549136,4/2011,36,,Clst,"CBC News (Montreal), ""Quebec hit by measles outbreak,"" April 28, 2011.",http://www.cbc.ca/news/canada/montreal/story/2011/04/28/quebec-measles-outbreak.html
Measles,Measles,Canada (Quebec),53.939916,-73.549136,5/2011,2,,2nd,Measles - Canadian Coalition for Immunization Awareness & Promotion. Canadian Coalition for Immunization Awareness & Promotion - CCIAP.,http://www.immunize.cpha.ca/en/diseases-vaccines/measles.aspx
Measles,Measles,Canada (Quebec),52.93992,-73.54914,05/2011,757,,Epd,"Zoler, Mitchel. ""Measles Called 'Eliminated' in U.S. Despite Outbreak."" Skin and Allergy News, November 11, 2002.",http://www.skinandallergynews.com/news/medical-dermatology/single-article/measles-called-eliminated-in-us-despite-outbreak/12550505d6.html
Measles,Measles,Canada (Saskatchewan),52.939916,-106.450864,1/2011-12/2011,6,,Clst,"Prince Albert health region investigating case of measles, CTV News, October 10, 2012.",http://saskatoon.ctvnews.ca/prince-albert-health-region-investigating-case-of-measles-1.990142
Measles,Measles,Canada (Saskatchewan),53.70971,-106.43555,10/2012,1,,Clst,"Prince Albert health region investigating case of measles, CTV News, October 10, 2012.",http://saskatoon.ctvnews.ca/prince-albert-health-region-investigating-case-of-measles-1.990142
Measles,Measles,Canada (Saskatchewan),53.4982,-106.44,11/2013,1,,Isl,"The Globe and Mail. ""Suspected measles case in Saskatchewan worries health officials."" November 7, 2013.",http://www.theglobeandmail.com/news/national/suspected-measles-case-in-saskatchewan-worries-health-officials/article15330274/
Measles,Measles,Canada (Sasketchawan),52.93992,-106.45086,1/2014,6,,Isl,"Cowen, Pamela. ""Sask. health officials watching for new cases of measles."" The Leader-Post. January 31. 2014",http://www.leaderpost.com/health/Sask+health+officials+watching+cases+measles/9454684/story.html
Measles,Measles,"Canada (Toronto, Ontario)",43.65323,-79.38318,2/2013,1,,Isl,"Toronto Public Health. ""Surveillance Alert: Measles case in Toronto."" March 5, 2013.",http://www.toronto.ca/health/professionals/pdf/alerts/measles_alert_mar05_2013.pdf
Measles,Measles,Canada (New Brunswick),45.64477,-65.87402,2/2013,3,,Isl,"Tropical Medical Bureau. ""Measles alert in New Brunswick Province in Canada."" March 8, 2013.",http://www.tmb.ie/destinations/news.asp?id=189603
Measles,Measles,Canada (British Columbia),53.72667,-127.64762,6/2013,8,,Clst,"Times Colonist. ""Measles outbreak in Whistler and Pemberton; health officials suggest vaccination."" July 12, 2013.",http://www.timescolonist.com/life/health/measles-outbreak-in-whistler-and-pemberton-health-officials-suggest-vaccination-1.522445
Measles,Measles,Canada (Quebec),45.47654,-75.70127,7/2013,1,,Isl,"95,5fm news. ""Un cas de rougeole répertorié à Gatineau."" July 15, 2013.",http://www.985fm.ca/regional/nouvelles/un-cas-de-rougeole-repertorie-a-gatineau-252829.html
Measles,Measles,Canada (Ontario),43.13264,-80.73906,8/2013,2,,Isl,"Barnett, Lynzee. ""Second Lab Confirmed Case Of Measles In One Month."" CJBK Radio. August 16, 2013.",http://www.cjbk.com/LocalNews/story.aspx?ID=2025951
Measles,Measles,Canada (Ontario),43.25002,-79.86609,8/2013,1,,Isl,"""Confirmed case of red measles in Hamilton."" The Hamilton Spectator. August 26, 2013.
",http://www.thespec.com/news-story/4048074-confirmed-case-of-red-measles-in-hamilton/
Mumps,Mumps,Canada (Quebec),51.9399642,-73.549136,6/2009,20,,Clst,"MMWR. ""Mumps Outbreak --- New York, New Jersey, Quebec, 2009."" Center for Disease Control and Prevention, November 12, 2009.",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm58d1112a1.htm
Mumps,Mumps,Canada (Vancouver),49.261226,-123.113927,2/2011-7/2011,90,,Epd,"ProMed. ""NEWS SCAN: Botulism cases, Tdap vaccine for seniors, BC mumps outbreak, animal welfare & eggs."" Center for Disease Research and Policy , July 7, 2011.",http://www.cidrap.umn.edu/cidrap/content/bt/botulism/news/jul0811newsscan.html
Mumps,Mumps,Canada (Whistler),50.116168,-122.959423,4/2011,15,,Clst,"News 1130, ""An outbreak of mumps in Whistler,"" April 14, 2011.",http://www.news1130.com/news/local/article/212600--an-outbreak-of-mumps-in-whistler
Whooping Cough,Whooping Cough,Canada (Yukon Territory),64.28233,-135,4/2012,5,,Clst,"CBC News. ""Whooping cough outbreak in Yukon."" April 30, 2012.",http://www.cbc.ca/news/canada/north/story/2012/04/30/north-whooping-cough-yukon.html
Measles,Measles,Central African Republic,6.611111,20.939444,1/2010-4/2010,31,,Clst,UNICEF - Press centre - Measles outbreaks threaten progress in child mortality in west and central Africa. UNICEF - UNICEF Home.,http://www.unicef.org/media/media_53399.html
Polio,Polio,Central African Republic,7.1336,20.99487,1/2011-12/2011,4,,Clst,"Global Polio Eradication Initiative. ""Polio this week - As of Thursday 18 January 2012."" January 18, 2012.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
Measles,Measles,Central African Republic,4.3617,18.55597,1/2014,8,,Clst,"World Health Organization. ""WHO and partners launch measles vaccination in Central African Republic."" January 2, 2014.",http://reliefweb.int/report/central-african-republic/who-and-partners-launch-measles-vaccination-central-african-republic
Measles,Measles,Chad,15.454166,19.17513,1/2010-4/2010,5832,79,Epd,UNICEF - Press centre - Measles outbreaks threaten progress in child mortality in west and central Africa. UNICEF - UNICEF Home.,http://www.unicef.org/media/media_53399.html
Measles,Measles,Chad,16.454242,18.732207,1/2011-7/2011,5311,63,Epd,"IRIN. ""Hungry Chadian families struggle without Libya remittances."" AlertNet (London), June 29, 2011.",http://www.trust.org/alertnet/news/chad-the-libya-fallout
Measles,Measles,Chad,13.60328,19.09424,1/2011-12/2011,8650,,Epd,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
Measles,Measles,Chad,11.78133,21.79688,3/2013,4,,Clst,"Radio Dabanga. ""4 cases of measles emerge in Sudan refugee camp."" March 22, 2013.
",http://www.radiodabanga.org/node/45259
Other,Meningitis,Chad,14.99999,18.732207,1/2010,507,56,Epd,"USAID, ""Chad – Complex Emergency,"" March 26, 2010.",http://www.usaid.gov/our_work/humanitarian_assistance/disaster_assistance/countries/chad/template/fs_sr/fy2010/chad_ce_sr02_03-26-2010.pdf
Polio,Polio,Chad,15.45417,18.73221,08/2011,15,,Clst,"World Health Organization , ""Polio in Angola – high risk of international spread,"" July 19, 2010.",http://apps.who.int/immunization_monitoring/en/diseases/poliomyelitis/afpextract.cfm
Polio,Polio,Chad,12.55456,16.61133,1/2012-11/2012,5,,Clst,"""Global update: Polio Eradication Initiative."" Global Polio Eradication Initiative, November 20, 2012.",http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
Whooping Cough,Whooping Cough,Chile,-33.04565,-71.62036,1/2012-3/2012,643,5,Epd,"Nacional. ""Tos convulsiva: Se duplican casos y ya hay 5 guaguas fallecidas"", April 2, 2012.",http://www.lanacion.cl/tos-convulsiva-se-duplican-casos-y-ya-hay-5-guaguas-fallecidas/noticias/2012-04-02/184026.html
Measles,Measles,Chile (Santiago),-33.416667,-70.55,3/2011,1,,Isl,"Terra (Santiago), ""Minsal confirma caso de sarampión en lactante de 10 meses,"" March 18, 2011.",http://www.terra.cl/actualidad/index.cfm?id_cat=302&id_reg=1615413
Measles,Measles,Chile,-35.675147,-71.542969,10/2011,6,,Clst,"Measles outbreaks: Regions of the Americas, Europe and Africa. World Health Organization .",http://www.who.int/csr/don/2011_10_07/en/
Polio,Polio,China,35.38905,85.60547,09/2011,9,,Clst,"Reuter. ""WHO reports polio outbreak in China, warns of spread."" September 20, 2011.",http://www.reuters.com/article/2011/09/20/us-polio-china-idUSTRE78J48320110920
Polio,Polio,China,37.85751,80.33203,08/2011,4,,Clst,"World Health Organization. ""Wild poliovirus confirmed in China."" September 1, 2011.",http://www.who.int/csr/don/2011_09_01/en/index.html
Measles,Measles,China,35.85121,104.51569,01/2008-12/2008,129285,,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles                                          ,China (Shenzhen)            ,22.543099,114.057868,10/2008,2156,,Epd,EINet - Newsbrief. UW Departments Web Server.,http://depts.washington.edu/einet/newsbrief334.html
Measles,Measles,China,35.85121,104.51569,01/2009-12/2009,52461,,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,China,35.85121,104.51569,01/2010-12/2010,3538,,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,China (Heihe),50.245297,127.52846,4/2010,280,,Epd,Корь распространилась по Хэйхэ — Амурская правда. Амурская правда.,http://www.ampravda.ru/2010/05/20105/025862.html
Measles,Measles,China,35.85121,104.51569,01/2011-12/2011,9943,,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,China (Inner Mongolia),40.8175,111.76562,1/2012-5/2012,19,,Clst,"Hong Kong Daily News, June 27, 2012.",http://news.sina.com.cn/o/2012-06-27/202624668828.shtml
Measles,Measles,China,35.74428,104.07074,01/2012-06/2012,2731,,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
